epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,learning_rate
1,1.093255916337825,0.4991352473192667,0.49782176561287184,0.8959928170580167,0.615819209039548,0.5788156843279457,0.5851825222810806,0.0001
2,0.8548994707797317,0.6068834313386372,0.6237361189512247,0.8319820529804584,0.6368038740920097,0.6577839940923035,0.6390416843309743,0.0001
3,0.783003377444354,0.6461432030439295,0.669901336537819,0.853662627781467,0.6440677966101694,0.6791446131404408,0.6524835427511526,0.0001
4,0.7420993519670532,0.6556554825319959,0.6755438125970216,0.7793239062355832,0.6707021791767555,0.6605823168167168,0.6519560361815913,0.0001
5,0.6552435557906581,0.6966447595987547,0.7320305862229506,0.7583871537923236,0.6868442292171105,0.7006540032164075,0.6882192079251738,0.0001
6,0.639768045487102,0.7096160498097545,0.7342794769142882,0.7951442418895103,0.6432606941081518,0.6531931072530084,0.6338105332251726,0.0001
7,0.5915546817521412,0.7308889657557939,0.7595403103141709,0.7870346300778993,0.6481033091202583,0.6833212746468934,0.6559736852541764,0.0001
8,0.5137789342610409,0.763576617087513,0.7949518786345903,0.8997608618788223,0.6892655367231638,0.6753249771160752,0.6660942294742744,0.0001
9,0.4728211169061839,0.7846765824974058,0.8155610654147736,0.915213544934964,0.6690879741727199,0.6839227127916612,0.6694106221338755,0.0001
10,0.41781000360016674,0.8177101349014182,0.8375564505081595,1.0605380148344987,0.5706214689265536,0.6437798252014103,0.5853158676741961,0.0001
11,0.3382253862082422,0.8524731926668973,0.870719766016695,1.0059790945611142,0.5996771589991929,0.646220146757676,0.6077302909942929,0.0001
12,0.30823684445624533,0.8680387409200968,0.88727220236268,1.0632777941669544,0.6497175141242938,0.6605081546406526,0.6426689217904911,0.0001
13,0.27090281180055525,0.8791075752334833,0.8963589539458777,1.0348494263595878,0.5972558514931396,0.6340963241964354,0.6022956313091258,0.0001
14,0.23600195015615366,0.897613282601176,0.9085836162171435,1.1282393584167698,0.6343825665859564,0.6580593606768816,0.640822430513124,0.0001
15,0.20863771061495137,0.9168107921134555,0.9261042997696647,1.3315965395610212,0.6190476190476191,0.6188049025805198,0.6066039161389745,0.0001
16,0.1913806181574973,0.9240747146316154,0.9357732275674346,1.1326491870497195,0.6222760290556901,0.6569465675643198,0.6281290109949,0.0001
17,0.14758530138005685,0.9394673123486683,0.9482042888884903,1.3917287644765568,0.6263115415657788,0.6508286936170957,0.6313538273890417,0.0001
18,0.1628378163349877,0.9320304392943618,0.9405457459969998,1.3576570687705802,0.6368038740920097,0.657041494203307,0.6293948085965553,0.0001
19,0.13824351851814545,0.9430992736077481,0.9521245024110625,1.454082558107434,0.6561743341404358,0.6604584128149111,0.6424845263321274,0.0001
20,0.12934285637045384,0.9456935316499481,0.9548945168416537,1.3841156150854048,0.6214689265536724,0.6512099218486551,0.6222537901908649,0.0001
21,0.10918234088913957,0.9533033552404012,0.9607488460996437,1.4097910854751974,0.6319612590799032,0.6643833882253303,0.6332461233488246,0.0001
22,0.1262149754322135,0.950363196125908,0.9582638146904573,1.6608861624770606,0.6214689265536724,0.6109829773349813,0.6192749775043885,0.0001
23,0.12612038077860657,0.9517468004150813,0.9572332358559269,1.4277575779300336,0.639225181598063,0.6510824371043619,0.6304653528866366,0.0001
24,0.1033870786657497,0.9565894154271878,0.9620006211076262,1.4914948478750012,0.6561743341404358,0.6648517864804504,0.646517087896153,0.0001
25,0.12455466634623541,0.952438602559668,0.9581225232496422,1.4142194760661149,0.6230831315577078,0.6599600257542713,0.6276263890836941,0.0001
26,0.08337349010303176,0.965755793842961,0.9714376526100382,1.6419477850992512,0.648910411622276,0.662736098601953,0.6446238147487681,0.0001
27,0.06013750997552373,0.9775164303009339,0.9816951773593438,1.6007379693692494,0.6311541565778854,0.6524865331457085,0.6323728166589712,0.0001
28,0.13102759186269292,0.950363196125908,0.954469147526565,1.4551066240781347,0.6440677966101694,0.6688368209942988,0.6468857272619803,0.0001
29,0.10703682080589348,0.962642684192321,0.9637922253638551,1.340990024410591,0.6319612590799032,0.656624265464138,0.6361159513816047,0.0001
30,0.06552493214403965,0.974403320650294,0.9760368907997737,1.7817452230262987,0.6335754640839386,0.6514536572731009,0.6302879818328975,0.0001
