epoch,train_loss,train_ce_loss,train_border_loss,train_accuracy,train_macro_f1,val_loss,val_ce_loss,val_border_loss,val_accuracy,val_macro_f1,val_weighted_f1,learning_rate,suppression_probability,blur_kernel,border_frac,lambda_border
19,0.20508722956438907,0.2010167577390603,0.08140943439845517,0.9166378415773089,0.9304027049905651,1.2774996641088243,1.2733970410141664,0.08205239313614764,0.6448748991121872,0.6701208070314075,0.6442959751743721,0.0001,0.75,21,0.08,0.05
20,0.17826158062669903,0.17422539510402413,0.08072370967519445,0.9292632307160152,0.9394350293969727,1.3371556926221015,1.3332192236144182,0.07872942977008365,0.6230831315577078,0.6571014795105393,0.6249796654168074,0.0001,0.75,21,0.08,0.05
21,0.16363900602804526,0.159741108533187,0.0779579483856589,0.9283984780352819,0.9393077162311838,1.540447088092253,1.5366608371072665,0.07572510623229521,0.6246973365617433,0.6473194189010534,0.6198774663012732,0.0001,0.75,21,0.08,0.05
22,0.1737782983144791,0.16990321673664183,0.07750163297934005,0.9325492909028018,0.9419282652269587,1.4905023767257333,1.4868990719991888,0.07206612019600457,0.6206618240516546,0.6270209696207664,0.6191615697368731,0.0001,0.75,21,0.08,0.05
23,0.17455664341505817,0.17078733452267505,0.07538617434271971,0.9323763403666552,0.9392213268000799,1.3961835852234088,1.3920376046009728,0.08291968378547318,0.6359967715899919,0.658099174870363,0.6305811119885091,0.0001,0.75,21,0.08,0.05
24,0.13111244238167616,0.12745557536845573,0.07313733761186254,0.9474230370114147,0.9564029016634705,1.7190828933121216,1.7154791501002677,0.07207500107159434,0.6529459241323649,0.6604986039027857,0.6389036742882763,0.0001,0.75,21,0.08,0.05
25,0.13059330914802245,0.12701058313405172,0.07165452449823159,0.9472500864752681,0.9561604433293901,1.5001181896003242,1.4966709726370564,0.06894424465079765,0.645682001614205,0.6541145324165241,0.6348787618204221,0.0001,0.75,21,0.08,0.05
26,0.12393138565146276,0.1204808432768627,0.06901084947641727,0.948806641300588,0.9575983879923033,1.595915691303187,1.5922990099641947,0.07233370892264557,0.6238902340597255,0.6584261937057547,0.6322959826208174,0.0001,0.75,21,0.08,0.05
27,0.10786337625210836,0.1044285601908254,0.06869631517834418,0.9598754756139743,0.9659434565576873,1.6015581163405603,1.5981540335725641,0.06808168680991157,0.6004842615012107,0.642102783313396,0.6037460084882439,0.0001,0.75,21,0.08,0.05
28,0.12696895422365623,0.12363875340989271,0.06660401306734577,0.9500172950536147,0.9576429582915569,1.5656591597899399,1.5623477187618025,0.06622881868055888,0.6351896690879741,0.6393243703404958,0.6163696022792403,0.0001,0.75,21,0.08,0.05
29,0.10703369559168001,0.10388102965367896,0.06305332051603615,0.9571082670356278,0.9648094290053131,1.5460929034144,1.5430669691819545,0.06051873179983958,0.606133979015335,0.6537794154360199,0.6121713696087633,0.0001,0.75,21,0.08,0.05
30,0.11497231688033448,0.11178948189211163,0.06365669762766596,0.9602213766862677,0.9607660714207353,1.6230982221224022,1.6197110811087563,0.06774287961898454,0.5972558514931396,0.6328509588280125,0.6040248592811622,0.0001,0.75,21,0.08,0.05
