epoch,train_loss,train_ce_loss,train_border_loss,train_accuracy,train_macro_f1,val_loss,val_ce_loss,val_border_loss,val_accuracy,val_macro_f1,val_weighted_f1,learning_rate,suppression_probability,blur_kernel,border_frac,lambda_border
11,0.5120894692010922,0.5073902850454549,0.0939836939291037,0.7639225181598063,0.792148389865319,0.957481581275746,0.9522439152050441,0.10475331820289005,0.639225181598063,0.6491814262354041,0.6341043959640208,0.0001,0.5,31,0.08,0.05
12,0.4470263857643153,0.4424431720269836,0.09166426033771231,0.7922864060878588,0.8211899399718231,1.000406161600106,0.9952459694205801,0.10320385923733916,0.6521388216303471,0.6648850628861253,0.6437334513581789,0.0001,0.5,31,0.08,0.05
13,0.42056366709257154,0.41612942331505665,0.08868486926459557,0.8109650639916983,0.8356085282675034,0.9684269821768907,0.9636933930320447,0.09467178199491355,0.6311541565778854,0.6566923390156028,0.6407380459570928,0.0001,0.5,31,0.08,0.05
14,0.35544066434189425,0.35106161533652275,0.08758099919906004,0.8417502594258042,0.8687080244980748,1.1460454131298434,1.142108129771897,0.07874563679736502,0.6416464891041163,0.6574401132348293,0.639440956346438,0.0001,0.5,31,0.08,0.05
15,0.3346149362533491,0.3303758148857773,0.08478242668395057,0.8554133517813906,0.8775987458915464,1.1472146032893724,1.1432739892873771,0.07881224284112405,0.642453591606134,0.6721951903714398,0.6431415842046935,0.0001,0.5,31,0.08,0.05
16,0.291623053071677,0.28747957782508676,0.08286948994817474,0.8768592182635766,0.8937177391635679,1.1317704299388152,1.1277708704429255,0.07999120246170989,0.6295399515738499,0.6617792298080625,0.6303272776984306,0.0001,0.5,31,0.08,0.05
17,0.24323478439550258,0.23907934639001133,0.0831087650837514,0.8946731234866828,0.9139561328492485,1.2497273260807202,1.2459646107041134,0.07525429044811835,0.6408393866020985,0.6574994485577859,0.6392303848434951,0.0001,0.5,31,0.08,0.05
18,0.22796296861392534,0.22388920112825808,0.08147534496105488,0.9021099965409892,0.920635688689889,1.42000956965657,1.4158139176504376,0.08391303623800224,0.615819209039548,0.6331389828863907,0.601448565546275,0.0001,0.5,31,0.08,0.05
19,0.22609551396415498,0.22214062780590257,0.07909771744374461,0.9105845728121758,0.9235309325663781,1.2031302382692972,1.199414428091992,0.07431621560894548,0.6448748991121872,0.6774510913849354,0.6529731818494868,0.0001,0.5,31,0.08,0.05
20,0.20784175957787288,0.20387230977410883,0.07938900367791411,0.9152542372881356,0.9235844685832653,1.2141565192337476,1.2099376201292888,0.08437792538899005,0.648910411622276,0.6605715269712599,0.6482343970198599,0.0001,0.5,31,0.08,0.05
21,0.1608895229124788,0.15698415959922038,0.07810726826247028,0.9325492909028018,0.9435521092646528,1.397895516720965,1.393426311290293,0.08938407673048723,0.5480225988700564,0.6217570892728952,0.5607728999563137,0.0001,0.5,31,0.08,0.05
22,0.17205132924172342,0.16818438396753374,0.07733890465265819,0.9308197855413352,0.9392308195207381,1.457458375164633,1.4537151360837706,0.07486485182349002,0.642453591606134,0.6508406651290894,0.631765383517253,0.0001,0.5,31,0.08,0.05
23,0.14071930887964265,0.137091463409649,0.07255690241253776,0.9453476305776548,0.9555928196796366,1.468668792706473,1.464811016311621,0.07715556385105324,0.6085552865213882,0.6170099854587476,0.5968010847605131,0.0001,0.5,31,0.08,0.05
24,0.1434459540611555,0.1398995228685807,0.07092862057720901,0.9434451746800415,0.9520404053794032,1.6296931445670764,1.6261632393224765,0.07059817288530941,0.6658595641646489,0.6537318239376197,0.6401848204721073,0.0001,0.5,31,0.08,0.05
25,0.13486548398812412,0.13137795614749992,0.06975055850117069,0.9434451746800415,0.9533292886166963,1.7685455457278083,1.7653038550928968,0.0648337274284686,0.6408393866020985,0.6454550309967698,0.6272506751997575,0.0001,0.5,31,0.08,0.05
26,0.13426592545303578,0.13087842694752044,0.06774997174616133,0.9486336907644414,0.9551207460185918,1.5949153590697833,1.5915627528261618,0.06705225764189736,0.6190476190476191,0.6579568486119692,0.6295448864964378,0.0001,0.5,31,0.08,0.05
27,0.14891166561155925,0.14564199047823528,0.06539349504322875,0.9443099273607748,0.9470843935371821,1.5710046928499233,1.5678221970823645,0.06364986056325125,0.6319612590799032,0.6565176643568371,0.6321111791530656,0.0001,0.5,31,0.08,0.05
28,0.09738890965256888,0.09425855399277261,0.06260710950800392,0.9673123486682809,0.9711835768781395,1.4534879957428735,1.4504561067706905,0.06063761074423694,0.6230831315577078,0.6594307722784165,0.624175694523557,0.0001,0.5,31,0.08,0.05
29,0.10907004219397712,0.10598824584994508,0.06163591796429831,0.9548599100657212,0.9601569663220367,1.3647613439519526,1.361452541048725,0.06617603617584253,0.6214689265536724,0.6658573380480645,0.631981304254624,0.0001,0.5,31,0.08,0.05
30,0.10067367260945127,0.09758355919885717,0.06180225993081056,0.9607402282947077,0.965537031329459,1.6172460590739515,1.6138868851946475,0.06718349616141739,0.5916061339790153,0.6420601943586103,0.5991862665227802,0.0001,0.5,31,0.08,0.05
